CLIENTE;CLI;CLASE DE DOC;NRO. VA01/VA21;POS VA01/VA21;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;DESCRIPCION ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA ENTREGA ESPERADA;FECHA EMISION SOLPED;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;FECHA APROBACION SOLPED;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;GRUPO DE COMPRA OC;FECHA RECEPCION;NRO POSICION RECEPCION 1;Q RECEP. DE OC;ALMACEN RECEPCION 1;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;FECHA SELLO;OPERADOR PICKING;FECHA PICKING;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA CONTABILIZACION VL;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA DE CARGA;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;FECHA CUMPLIMIENTO FINAL UNIFICADA;dTIEMPO DE APROBACION SOLPED;dCOLOCACION OC;dTIEMPOS DE APROBACION OC;dENTREGA VA01/OC;dPRIMERA RECEPCIÓN - ENTREGA;dCAMION;Source.Name;dTRASLADO;dENTREGA AL CLIENTE;ENTREGADOS FT;dTIEMPO EMISION / ENTREGA;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEMBALAJE;DIF_ENTREGA_SELLO;dALMACEN;dEXPEDICION;dREGISTRO DE ALMACENAMIENTO;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;CARACTER DE GC;CARACTER ALMACEN RECEPCION 1;LIBERACION SOLPED CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;EXPEDICION CS;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;REGISTRO DE ALMACENAMIENTO OBRA;TRASLADO ALMACEN OBRA;TRASLADO CS;ALMACEN ROSARIO;ALMACEN SAN JUAN;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;PICKING ALMACEN ROSARIO;PICKING ALMACEN SAN JUAN;EMBALAJE ALMACEN ROSARIO;EMBALAJE ALMACEN SAN JUAN;EXPEDICION ALMACEN OBRA;MES ENTREGA;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;COLOCACION OC AGV;LIBERACION OC AGV;ENTREGA DEL PROVEEDOR AGV;PLAZO DE ENTREGA EXCEDIDO AGV;ALMACEN OBRA;dPREPARACION;FECHAENTREGAMUYCERCANA;dTRANSPORTEyALM;PREPARACION;TRANSPORTEyALM;EQUIPOS MENORES;CADENA DE SUMINISTRO;ALMACÉN ;BLEN;COMPRAS;COMPRAS EQUIPOS;COMPRAS AGV;0
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072272;10;MAT.ELECTR. OBRADOR;;0;;;;ARIVERO;1033131;1;Materiales Stock;CUMPLIDO;TABLERO GENERAL TGBT;MM01;2;15/8/2025;;0;0;5/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000076208;2;2;;EJUAREZ;9/9/2025;11227;1 TRANS PROPIO 01.09.2025;ERODRIGUEZ;9/9/2025;4900362732;1;FMEDINA;1/9/2025;13/9/2025;13/9/2025;;0;;13/9/2025;;0;;;;;;4;0;1;21;;;25;-8;;17;8;0;1;0;PAÑOL;PROYECTO;;;;;;1;;;;;;2;1;9;;;;18;;;;;septiembre;;;;;;;;;9;;;;;;;;1;1;;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072272;20;MAT.ELECTR. OBRADOR;;0;;;;ARIVERO;1033132;2;Materiales Stock;CUMPLIDO;TABLERO DISTRIBUCION TD;MM01;2;15/8/2025;;0;0;5/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000075225;2;2;;ERUARTE;25/8/2025;11134;1P TRASNP PROPIO 25.08.2025;MMORALES;10/9/2025;4900362730;2;FMEDINA;25/8/2025;13/9/2025;13/9/2025;;0;;13/9/2025;;0;;;;;;3;0;1;21;;;10;0;;10;16;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;1;1;;2;;;;3;;;;septiembre;;;;;;;;;2;;;;;;;;1;1;;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072272;30;MAT.ELECTR. OBRADOR;;0;;;;ARIVERO;1035288;4;Materiales Stock;CUMPLIDO;PROLONGACION TRIFASICA X 35MTS;MM01;2;15/8/2025;;0;0;5/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000075424;4;2;;ERUARTE;3/9/2025;11280;1TRANS PROPIO 03.09.2025;ERODRIGUEZ;10/9/2025;4900362711;4;FMEDINA;3/9/2025;13/9/2025;13/9/2025;;0;;13/9/2025;;0;;;;;;3;0;1;21;;;19;0;;19;7;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;1;1;;11;;;;12;;;;septiembre;;;;;;;;;11;;;;;;;;1;1;;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072272;40;MAT.ELECTR. OBRADOR;;0;;;;ARIVERO;1035289;14;Materiales Stock;CUMPLIDO;PROLONGACION MONOFASICA X35MTS;MM01;2;15/8/2025;;0;0;5/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000075424;14;4;;ERUARTE;3/9/2025;11280;1TRANS PROPIO 03.09.2025;ERODRIGUEZ;10/9/2025;4900365350;14;FMEDINA;3/9/2025;21/9/2025;21/9/2025;;0;;21/9/2025;;0;;;;;;11;0;1;21;;;19;0;;19;7;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;9;1;;11;;;;12;;;;septiembre;;;;;;;;;11;;;;;;;;1;1;;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072322;20;ALAMBRE Y TENAZAS;;0;;;;ARIVERO;1016936;15;Materiales Stock S/Devol;CUMPLIDO;TENAZA ARMADOR 1 2 CORTE;MM01;12;18/8/2025;10128723;20;1;20/9/2025;18/8/2025;4500106628;30;2001;1;18/8/2025;21/8/2025;21/8/2025;27/8/2025;27/8/2025;INSU-MAQ S.R.L.;15;0;;15;5000143063;C13;23/8/2025;3;1;2001;AITURRIETA;;8000075194;15;1;22/8/2025;MMORALES;25/8/2025;11135;1P TRASNP PROPIO 25.08.2025;MMORALES;23/9/2025;4900367862;15;FMEDINA;25/8/2025;28/9/2025;28/9/2025;4900369264;1;2/10/2025;28/9/2025;;3;;;;;;5;4;1;33;12;1;2;0;29;3;29;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;10;Materiales obra civi;;0;;;;CBAREA;1012896;1;Materiales genericos;CUMPLIDO;Alambre Dulce 4.2mm x 50 kg (1 rollo);MM01;12;18/8/2025;10128725;10;1;8/9/2025;18/8/2025;4500106618;10;2001;1;18/8/2025;21/8/2025;21/8/2025;27/8/2025;27/8/2025;MARATA GERMAN DANIEL;1;0;;1;5000143232;C13;26/8/2025;1;1;2001;AITURRIETA;;8000075292;1;1;25/8/2025;MMORALES;26/8/2025;11152;1P TRASNP PROPIO 26.08.2025;MMORALES;23/9/2025;4900367590;1;JARAOZ;26/8/2025;26/9/2025;26/9/2025;;0;;26/9/2025;;3;;;;;;3;0;1;21;0;1;0;0;14;1;28;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;;;;1;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;20;Materiales obra civi;;0;;;;CBAREA;1011420;20;Materiales usuales;CUMPLIDO;Terciado Fenólico 18mm una cara buena;MM01;12;18/8/2025;10128725;20;1;15/9/2025;18/8/2025;4500107789;10;2001;1;18/8/2025;4/9/2025;4/9/2025;12/9/2025;12/9/2025;TREU ADRIANO VIRGINIO;20;0;;20;5000145474;C22;11/9/2025;1;1;2001;AITURRIETA;;8000076504;20;1;9/9/2025;FGONZALEZ;11/9/2025;11481;4 TRANS PROPIO 16.09.2025;ERODRIGUEZ;17/9/2025;4900369588;20;FMEDINA;16/9/2025;3/10/2025;3/10/2025;4900370417;2;6/10/2025;3/10/2025;;17;;;;;;16;3;1;28;-9;2;0;5;6;7;1;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;;12;;;9;;14;1;;3;;1;;;;4;;septiembre;;;;;;;;;;;;;;;;;1;1;1;;;3
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;30;Materiales obra civi;;0;;;;CBAREA;1012621;45;Materiales genericos;CUMPLIDO;Tabla Alamo 1” x 6” x 2.25mts;MM01;12;18/8/2025;10128725;30;1;15/9/2025;18/8/2025;4500107789;20;2001;1;18/8/2025;4/9/2025;4/9/2025;12/9/2025;12/9/2025;TREU ADRIANO VIRGINIO;45;0;;45;5000145474;C22;11/9/2025;2;1;2001;AITURRIETA;;8000076504;45;1;9/9/2025;FGONZALEZ;11/9/2025;11481;4 TRANS PROPIO 16.09.2025;ERODRIGUEZ;17/9/2025;4900365351;45;MMOYANO;16/9/2025;21/9/2025;21/9/2025;;0;;21/9/2025;;17;;;;;;4;0;1;28;-9;2;0;5;6;7;1;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;;12;;;9;;2;1;;3;;1;;;;4;;septiembre;;;;;;;;;;;;;;;;;1;1;1;;;3
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;40;Materiales obra civi;;0;;;;CBAREA;1012621;45;Materiales genericos;CUMPLIDO;Tabla Alamo 4” x 2.25mts;MM01;12;18/8/2025;10128725;40;1;15/9/2025;18/8/2025;4500107789;30;2001;1;18/8/2025;4/9/2025;4/9/2025;12/9/2025;12/9/2025;TREU ADRIANO VIRGINIO;45;0;;45;5000145474;C22;11/9/2025;3;1;2001;AITURRIETA;;8000076504;45;1;9/9/2025;FGONZALEZ;11/9/2025;11481;4 TRANS PROPIO 16.09.2025;ERODRIGUEZ;17/9/2025;4900365351;45;MMOYANO;16/9/2025;21/9/2025;21/9/2025;;0;;21/9/2025;;17;;;;;;4;0;1;28;-9;2;0;5;6;7;1;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;;12;;;9;;2;1;;3;;1;;;;4;;septiembre;;;;;;;;;;;;;;;;;1;1;1;;;3
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;50;Materiales obra civi;;0;;;;CBAREA;1012622;45;Materiales genericos;CUMPLIDO;Tirante Puntal Alamo x 2.25 mts;MM01;12;18/8/2025;10128725;50;1;15/9/2025;18/8/2025;4500107789;40;2001;1;18/8/2025;4/9/2025;4/9/2025;12/9/2025;12/9/2025;TREU ADRIANO VIRGINIO;45;0;;45;5000145474;C22;11/9/2025;4;1;2001;AITURRIETA;;8000076504;45;1;9/9/2025;FGONZALEZ;11/9/2025;11481;4 TRANS PROPIO 16.09.2025;ERODRIGUEZ;17/9/2025;4900365351;45;MMOYANO;16/9/2025;21/9/2025;21/9/2025;4900370426;12;6/10/2025;21/9/2025;;17;;;;;;4;15;1;28;-9;2;0;5;6;7;1;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;;12;;;9;;2;1;;3;;1;;;;4;;septiembre;;;;;;;;;;;;;;;;;1;1;1;;;3
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;60;Materiales obra civi;;0;;;;CBAREA;1012249;10;Materiales usuales;CUMPLIDO;BALDE ALBANIL PLASTICO;MM01;12;18/8/2025;10128725;60;1;8/9/2025;18/8/2025;4500106628;20;2001;1;18/8/2025;21/8/2025;21/8/2025;27/8/2025;27/8/2025;INSU-MAQ S.R.L.;10;0;;10;5000143063;C13;23/8/2025;2;1;2001;AITURRIETA;;8000075193;10;1;22/8/2025;MMORALES;25/8/2025;11135;1P TRASNP PROPIO 25.08.2025;MMORALES;23/9/2025;4900367859;10;FMEDINA;25/8/2025;28/9/2025;28/9/2025;4900369078;1;1/10/2025;28/9/2025;;3;;;;;;5;3;1;21;0;1;2;0;17;3;29;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;70;Materiales obra civi;;0;;;;CBAREA;1012896;6;Materiales genericos;CUMPLIDO;Cuchara Albañil 8 Pulgadas;MM01;12;18/8/2025;10128725;70;1;8/9/2025;18/8/2025;4500106628;10;2001;1;18/8/2025;21/8/2025;21/8/2025;27/8/2025;27/8/2025;INSU-MAQ S.R.L.;6;0;;6;5000143063;C13;23/8/2025;1;1;2001;AITURRIETA;;8000075193;6;1;22/8/2025;MMORALES;25/8/2025;11135;1P TRASNP PROPIO 25.08.2025;MMORALES;23/9/2025;4900367859;6;FMEDINA;25/8/2025;28/9/2025;28/9/2025;;0;;28/9/2025;;3;;;;;;5;0;1;21;0;1;2;0;17;3;29;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072325;80;Materiales obra civi;;0;;;;CBAREA;1012588;12;Materiales genericos;CUMPLIDO;Sika Antifrosto Acelerante De Fragüe;MM01;12;18/8/2025;10128725;80;1;8/9/2025;18/8/2025;4500106699;50;2001;1;18/8/2025;22/8/2025;22/8/2025;7/9/2025;7/9/2025;J L F S.A.S.;12;0;;12;5000147256;C18;29/9/2025;1;1;2001;AITURRIETA;;8000077621;12;1;24/9/2025;FGONZALEZ;1/10/2025;11702;1 TRANS PROPIO 03.10.2025;ERODRIGUEZ;7/10/2025;4900371812;12;MDAVILA;3/10/2025;9/10/2025;9/10/2025;;0;;9/10/2025;;4;;;;;;2;0;1;21;-11;5;2;2;-16;9;4;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;16;11;;;;;5;;4;;;;1;;septiembre;;;;;;;;;;;;;;;;;1;1;1;;;3
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072343;10;CAÑO POLIETILENO. 1;;0;;;;ARIVERO;1012896;1;Materiales genericos;CUMPLIDO;"ROLLO CAÑO POLIETILENO Ø1 1/2"" X 200 M";MM01;12;18/8/2025;10128743;10;1;10/9/2025;18/8/2025;4500106694;10;2001;1;18/8/2025;22/8/2025;22/8/2025;26/8/2025;26/8/2025;TODO GOMA SOC RESP LTDA;1;0;;1;5000143279;C13;26/8/2025;1;1;2001;AITURRIETA;;8000075280;1;1;26/8/2025;MMORALES;26/8/2025;11179;1P+1B TRANSP.PROPIO;FGONZALEZ;10/9/2025;4900362728;1;FMEDINA;28/8/2025;13/9/2025;13/9/2025;4900362729;1;13/9/2025;13/9/2025;;4;;;;;;3;0;1;23;3;0;0;2;15;2;13;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;1;;;;;;1;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAI;1000072356;10;Tanque vertical desa;4000005792;0;;;;CBAREA;1012896;1;Materiales genericos;CUMPLIDO;Tanque vertical waterplast T5000;MM01;12;18/8/2025;10128755;10;1;15/9/2025;18/8/2025;4500106791;10;2001;1;18/8/2025;25/8/2025;25/8/2025;12/9/2025;12/9/2025;DUCTOS SAN JUAN SRL;1;0;;1;5000145250;C13;10/9/2025;1;1;2001;AITURRIETA;;8000076357;1;1;8/9/2025;FGONZALEZ;10/9/2025;11488;1+1B TRANS PROPIO 16.09.2025;ERODRIGUEZ;17/9/2025;4900364828;1;JARAOZ;16/9/2025;19/9/2025;19/9/2025;;0;;19/9/2025;;7;;;;;;2;0;1;28;-9;2;0;6;7;8;1;0;0;1;SEDE;TRANSITORIO SAN JUAN;;;;;;;5;;;9;;;;;4;;1;;;;5;;septiembre;;;;;;;;;;;;;;;;;1;;1;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072364;10;Hierro construcción;;0;;;;CBAREA;1009724;1114;Materiales usuales;CUMPLIDO;HIERRO NERVADO ADN420 DIAM 8MM;MM01;12;18/8/2025;10128763;10;1;15/9/2025;18/8/2025;4500107107;10;2001;1;19/8/2025;27/8/2025;27/8/2025;15/9/2025;15/9/2025;ALUMETAL S A;1114;0;;1114;5000145930;C08;16/9/2025;1;1;2001;AITURRIETA;;8000076737;1114;1;16/9/2025;AITURRIETA;16/9/2025;11483;1 TRANS PROPIO 16.09.2025;ERODRIGUEZ;16/9/2025;4900364843;1114;JARAOZ;16/9/2025;19/9/2025;19/9/2025;4900364845;1114;19/9/2025;19/9/2025;;8;;;;;;3;0;1;28;-12;0;0;0;-1;0;0;0;0;0;SEDE;TRANSITORIO SAN JUAN;;;;;;;3;;1;12;;1;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;1;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAN;1000072371;10;CINTA RELFEX. AMARIL;;1;;;;ARIVERO;1012860;2;Materiales genericos;CUMPLIDO;ROLLO CINTA REFLECTIVA AMARILLA X 46MTS;MM01;2;18/8/2025;10128771;10;1;25/8/2025;18/8/2025;4500106402;10;0376;1;19/8/2025;19/8/2025;19/8/2025;20/8/2025;20/8/2025;SEGUFER S.A.;2;0;;2;5000143385;C07;27/8/2025;1;2;0376;ARIVERO;;;0;0;27/8/2025;;;;;;;;0;;;;;;0;;27/8/2025;;0;;;;;;;0;1;7;3;0;;;-2;0;;;0;0;LOCAL CS;PROYECTO;;;;2;;;;;;;;;;;;;;;;;;;agosto;;;;;;;;;;;1;;;;;1;;;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;10;REP STOCK 0376;;0;;;;AGUERRERO;1001786;6;Materiales Stock;CUMPLIDO;ACEITE ISO 46 HIDRAULICO  X 205L;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000075049;6;7;;ERUARTE;13/10/2025;11111;1P TRASNP PROPIO 22.08.2025;MMORALES;13/10/2025;4900374900;6;JARAOZ;22/8/2025;18/10/2025;17/10/2025;;0;;17/10/2025;;0;;;;;;4;0;1;29;;;55;-52;;3;52;1;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;2;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;20;REP STOCK 0376;;0;;;;AGUERRERO;1001790;18;Materiales Stock;CUMPLIDO;ACEITE 15W40  X 205L;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000075043;18;14;;ERUARTE;22/8/2025;11114;1P TRASNP PROPIO 22.08.2025;MMORALES;13/10/2025;4900367863;18;JARAOZ;22/8/2025;28/9/2025;28/9/2025;;0;;28/9/2025;;0;;;;;;-15;0;1;29;;;3;0;;3;52;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;30;REP STOCK 0376;;0;;;;AGUERRERO;1001791;3;Materiales Stock;CUMPLIDO;ACEITE SAE 30 X 205L;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000075044;3;4;;ERUARTE;22/8/2025;11113;1P TRASNP PROPIO 22.08.2025;MMORALES;23/9/2025;4900367250;3;JARAOZ;22/8/2025;26/9/2025;26/9/2025;;0;;26/9/2025;;0;;;;;;3;0;1;29;;;3;0;;3;32;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;1;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;40;REP STOCK 0376;;0;;;;AGUERRERO;1001792;3;Materiales Stock;CUMPLIDO;ACEITE SAE 50  X 205L;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000075044;3;4;;ERUARTE;22/8/2025;11113;1P TRASNP PROPIO 22.08.2025;MMORALES;23/9/2025;4900367250;3;JARAOZ;22/8/2025;26/9/2025;26/9/2025;;0;;26/9/2025;;0;;;;;;3;0;1;29;;;3;0;;3;32;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;1;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;50;REP STOCK 0376;;0;;;;AGUERRERO;1001800;4;Materiales Stock;CUMPLIDO;ACEITE SAE 30 X 205L;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000075621;4;4;;ERUARTE;2/9/2025;11265;1P Transp.Propio;FGONZALEZ;23/9/2025;4900374902;4;FMEDINA;2/9/2025;18/10/2025;17/10/2025;;0;;17/10/2025;;0;;;;;;24;0;1;29;;;14;0;;14;21;1;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;22;1;;6;;;;7;;;;septiembre;;;;;;;;;6;;;;;;;;1;1;;;;2
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;60;REP STOCK 0376;;0;;;;AGUERRERO;1001804;3;Materiales Stock;CUMPLIDO;GRASA LITIO LIMIT MO-2 (NEGRA) X 180 KG;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;3;0;0376;;;8000075045;3;4;;ERUARTE;22/8/2025;11112;1P TRASNP PROPIO 22.08.2025;MMORALES;23/9/2025;4900367863;3;JARAOZ;22/8/2025;28/9/2025;28/9/2025;;0;;28/9/2025;;0;;;;;;5;0;1;29;;;3;0;;3;32;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;70;REP STOCK 0376;;0;;;;AGUERRERO;1001827;5;Materiales Stock;CUMPLIDO;CUBIERTA 12.00 R20 FG85 (lineal);MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000075046;5;4;;ERUARTE;27/8/2025;11162;1 TRANS PROPIO 27.08.2025;ERODRIGUEZ;29/9/2025;4900370110;5;FMEDINA;27/8/2025;4/10/2025;4/10/2025;;0;;4/10/2025;;0;;;;;;5;0;1;29;;;8;0;;8;33;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;80;REP STOCK 0376;;0;;;;AGUERRERO;1001828;13;Materiales Stock;CUMPLIDO;CUBIERTA 12.00 R20 TG85 (TRACCION);MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000075046;13;8;;ERUARTE;27/8/2025;11162;1 TRANS PROPIO 27.08.2025;ERODRIGUEZ;29/9/2025;4900370122;13;FMEDINA;27/8/2025;4/10/2025;4/10/2025;;0;;4/10/2025;;0;;;;;;5;0;1;29;;;8;0;;8;33;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;3;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;90;REP STOCK 0376;;0;;;;AGUERRERO;1001841;30;Materiales Stock;CUMPLIDO;CAMARA 12.00 R20;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0376;;;8000074982;30;2;;ERUARTE;21/8/2025;11075;1 TRANS PROPIO 20.08.2025;ERODRIGUEZ;17/9/2025;4900364891;30;JARAOZ;20/8/2025;19/9/2025;19/9/2025;;0;;19/9/2025;;0;;;;;;2;0;1;29;;;2;-1;;1;28;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;100;REP STOCK 0376;;0;;;;AGUERRERO;1002171;4;Materiales Stock;CUMPLIDO;CORREA VENTILADOR XUN;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0376;;;8000074982;4;2;;ERUARTE;21/8/2025;11075;1 TRANS PROPIO 20.08.2025;ERODRIGUEZ;17/9/2025;4900364891;4;JARAOZ;20/8/2025;19/9/2025;19/9/2025;;0;;19/9/2025;;0;;;;;;2;0;1;29;;;2;-1;;1;28;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;110;REP STOCK 0376;;0;;;;AGUERRERO;1002187;3;Materiales Stock;CUMPLIDO;CORREA ALTERNADOR;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;4;0;0376;;;8000074982;3;2;;ERUARTE;21/8/2025;11075;1 TRANS PROPIO 20.08.2025;ERODRIGUEZ;17/9/2025;4900364891;3;JARAOZ;20/8/2025;19/9/2025;19/9/2025;;0;;19/9/2025;;0;;;;;;2;0;1;29;;;2;-1;;1;28;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
0376 VELADERO FASE 8B /SAN JUAN;00376;ZPAS;1000072422;120;REP STOCK 0376;;0;;;;AGUERRERO;1002190;3;Materiales Stock;CUMPLIDO;CORREA AIRE ACONDICIONADO;MM01;2;19/8/2025;;0;0;17/9/2025;;;0;;0;;;;;;;0;0;;0;;;;5;0;0376;;;8000074982;3;6;;ERUARTE;21/8/2025;11075;1 TRANS PROPIO 20.08.2025;ERODRIGUEZ;17/9/2025;4900373777;3;JARAOZ;20/8/2025;15/10/2025;15/10/2025;;0;;15/10/2025;;0;;;;;;28;0;1;29;;;2;-1;;1;28;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;26;1;;;;;;;;;;septiembre;;;;;;;;;;;;;;;;;;1;;;;1
